Date;Localisation;ESR;Type
2016;Saint Pierre des Corps;non;Talonnage d’aiguille ou bivoie
2016;Paris Austerlitz;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Fronville;non;Défaillance voie
2016;Chelles Gournay;non;robinet de suspension isolé
2016;Montrabe;non;Franchissement de signal
2016;Sibelin;non;Collision par prise en écharpe
2016;Bourges;non;Engagement de gabarit suite à désemparement de pièce
2016;Poitiers;non;Déraillement
2016;Paris Saint-Lazare;non;Dérive
2016;Gaillac;non;Engagement de gabarit suite à désemparement de pièce
2016;Le Landy;non;Défaut géométrie voie
2016;Nevers;non;Circulation de véhicule non autorisée
2016;Achères;non;Déraillement sans engagement de la voie principale
2016;Haguenau;non;Perte d’organe du matériel roulant
2016;Orléans;non;Composition non conforme
2016;Plessis-Bellevile;non;Collision contre obstacle à un passage à niveau
2016;Gare d'argenteuil;non;Réception intempestive sur voie occupée
2016;Reims;non;Franchissement de signal
2016;Golfe de Fos;non;Non mise en protection
2016;Gare de Aubergenville-Elisabethville;non;Franchissement de signal
2016;Entre Bayonne et Biarritz;non;Franchissement de signal
2016;Marseille;non;Dégagement de fumée sur matériel roulant
2016;Valanciennes Saint Saulve;non;Collision par prise en écharpe
2016;Bretigny;non;Dérive
2016;Chapeauroux;non;Talonnage d’aiguille ou bivoie
2016;Entre Paris Saint-Lazare et Caen;non;Composition non conforme
2016;Entre Fourneaux et Aubusson;non;Collision contre obstacle
2016;Toulouse;non;Porte ouverte en ligne
2016;Saint-Germain au Mont d'Or;non;Déraillement
2016;Villeneuve Triage;non;Franchissement de signal
2016;Yversay;non;Collision contre un obstacle à un passage à niveau
2016;Jarville;non;Franchissement de signal
2016;Paris Saint Lazare;non;Départ sans autorisation
2016;Auxonne;non;Engagement de gabarit
2016;Bedous;non;Incident grave de passage à niveau
2016;Entre les Aubrais et Toury;non;Porte ouverte en ligne
2016;Chaponval;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
2016;Entre Faulquemont et Bening;non;Engagement intempestif d’une circulation sur une voie protégée
2016;Cannes;non;Erreur de procédure
2016;GIVET;non;Déraillement
2016;Versailles Chantier;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Magenta;non;Engagement de gabarit suite à désemparement de pièce
2016;Blainville;non;Dérangement des installations de sécurité
2016;Montanay;non;Présence de voyageurs sur voie
2016;Verberie;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Joué les tours;non;Raté de fermeture à un passage à niveau
2016;Périgueux;non;Engagement de gabarit suite à désemparement de pièce
2016;Lyon Saint-Exupery;non;Départ sans autorisation
2016;Blainville;non;Talonnage d’aiguille ou bivoie
2016;THIONVILLE;non;Accident de marchandise dangereuse
2016;Entre la Suze et Voivres;non;Collision entre trains ou éléments de trains
2016;PRS 31 Plessis;non;Franchissement de signal
2016;Entre Pontgouin et Courville;non;Engagement de gabarit suite à désemparement de pièce
2016;Au Pas des Lanciers;non;Accident de marchandise dangereuse
2016;Frontignan;non;Dégagement de fumée sur matériel roulant
2016;Jarville;non;Erreur de procédure
2016;VENISSIEUX;non;Talonnage d’aiguille ou bivoie
2016;METZ-VILLE;non;Pénétration intempestive sur domaine fermé
2016;VITRY LE FRANCOIS;non;Porte ouverte en ligne
2016;CHAMBERY;non;Déraillement
2016;Perrigny;non;Déraillement
2016;IVRY SUR SEINE;non;Erreur de procédure
2016;BELLEVILLE;non;Acte de malveillance
2016;LYON PART DIEU;non;Départ sans autorisation
2016;ENTRE LES QUATRE ROUTES ET TURENNE;non;Collision contre obstacle à un passage à niveau
2016;Bretigny;non;Expédition sans ordre
2016;Bordeaux;non;Perte d’organe du matériel roulant
2016;Perigueux;non;Expédition sans ordre
2016;LAVAUR;non;Collision contre un obstacle à un passage à niveau
2016;Poitiers;non;Collision entre trains ou éléments de trains
2016;SAINT MAURIENS;non;Déraillement sans engagement de la voie principale
2016;YCHOUX;non;Perte d’organe du matériel roulant
2016;PARIS NORD;non;Défaillance voie
2016;Rennes Depot;non;Dérive
2016;Gevrey;non;Talonnage d’aiguille ou bivoie
2016;Paris Saint-Lazare;non;Départ sans autorisation
2016;Juvisy;non;Talonnage d’aiguille ou bivoie
2016;Brive;non;Collision avec enfoncement de heurtoir
2016;MONTEREAU;non;Porte ouverte en ligne
2016;NIMES;non;Engagement de gabarit suite à désemparement de pièce
2016;NIMES;non;Incident caténaire
2016;SOUPPES - CHÂTEAU LANDON;non;Collision contre obstacle à un passage à niveau
2016;Sibelin;non;Erreur de procédure
2016;TARBES;non;Déraillement
2016;Woippy;non;Collision
2016;Brive;non;Déraillement sans engagement de la voie principale
2016;RECQUIGNIES;non;Déraillement sans engagement de la voie principale
2016;BORDEAUX SAINT-JEAN;non;Déraillement sans engagement de la voie principale
2016;Poitiers;non;Erreur de procédure
2016;Saint-EGREVE;non;Raté de fermeture à un passage à niveau
2016;Bourg en Bresse;non;Collision contre obstacle à un passage à niveau
2016;Toulouse;non;Engagement intempestif d’une circulation sous caténaire consignée
2016;CLAMART;non;Erreur de procédure
2016;Bon encontre;non;Incident grave
2016;Crouy;non;Collision contre obstacle
2016;Grenoble;non;Déraillement sans engagement de la voie principale
2016;Bordeaux;non;Perte d’organe du matériel roulant
2016;Lyon Guillotiere;non;Engagement de gabarit suite à désemparement de pièce
2016;Entre Port Brillet et Le Genest;non;Collision contre un obstacle à un passage à niveau
2016;Saverne;non;Erreur de procédure
2016;Revigny;non;Dégagement de fumée sur matériel roulant
2016;Conches;non;Circulation de véhicule non autorisée
2016;Thiers;non;Expédition sans ordre
2016;Uckange;non;Collision avec enfoncement de heurtoir
2016;Lyon;non;Collision entre trains ou éléments de trains
2016;Landivisiau;non;Collision contre obstacle à un passage à niveau
2016;Villeneuve TSEE;non;Dérive
2016;Montrouge;non;Erreur de procédure
2016;Paris Bercy;non;Franchissement de signal
2016;Dole Ville;non;Déraillement
2016;Vaucresson;non;Accident de personne
2016;Gare de Bois-Colombes;non;Franchissement de signal
2016;Châlons-sur-Saône;non;Franchissement de signal
2016;Perrigny;non;Réception intempestive sur voie occupée
2016;Nîmes;non;Erreur de procédure
2016;Dijon Ville;non;Départ sans autorisation
2016;Lyon Saint Clair;non;Dégagement intempestif du domaine fermé
2016;Entre ANGOULEME et LIMOGES;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;HENDAYE;non;Collision avec enfoncement de heurtoir
2016;Bordeaux;non;Insuffisance de freinage
2016;Gondrexange;non;Collision entre trains ou éléments de trains
2016;Entre Puyoo et le tunnel de Habbas;non;Erreur de procédure
2016;Entre Pont-Sainte-Maxence et Compiègne;non;Porte ouverte en ligne
2016;Seurre;non;Déraillement sans engagement de la voie principale
2016;Brive;non;Non mise en protection
2016;Maisons Alfort Alfortville;non;Porte ouverte en ligne
2016;Embranchement Tavaux-Solvay;non;Collision par prise en écharpe
2016;Eparcieux Saint Paul;non;Raté de fermeture à un passage à niveau
2016;Entre Agonac et Château l'Eveque;non;Défaut géométrie voie
2016;LYON PART DIEU;non;Dégagement de fumée sur matériel roulant
2016;MULHOUSE-NORD;non;Franchissement de signal
2016;THIVIERS;non;Collision par prise en écharpe
2016;Verzeille;non;Collision contre obstacle à un passage à niveau
2016;Grenoble;non;Dégagement intempestif du domaine fermé
2016;Bordeaux;non;Réalimentation intempestive des caténaires
2016;PARIS NORD;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;COLOMBIERS;non;Erreur de procédure
2016;Pont Cardinet;non;Franchissement de signal
2016;THIONVILLE;non;Matières dangereuses
2016;LISON;non;Déraillement
2016;WANHEHAIN;non;Péremption du potentiel kilométrique
2016;MONTCHANIN;non;Collision contre obstacle
2016;Mulhouse;non;Composition non conforme
2016;ENTRE AVORD ET NERONDES;non;Défaut géométrie voie
2016;TECHNICENTRE EST EUROPEEN;non;Déraillement
2016;Agen;non;Engagement de gabarit suite à désemparement de pièce
2016;MOLSHEIM;non;Engagement intempestif d’une circulation sous caténaire consignée
2016;MONSOULT-MAFFLIERS;non;Expédition sans ordre
2016;Paris Bercy Conflans;non;Accostage brutal
2016;Lyon;non;Franchissement de signal
2016;Marseille;non;Incident caténaire
2016;BOIS-COLOMBES;non;Collision avec enfoncement de heurtoir
2016;SOMAIN;non;Erreur de procédure
2016;VILLEFRANCHE DE ROUERGUE;non;Dépassement de vitesse supérieur à 40km/h
2016;VERNON GIVERGNY;non;Porte ouverte en ligne
2016;GARE DE SAINT-MARTIN D'ETAMPES;non;Pénétration intempestive sur domaine fermé
2016;MACON;non;Incident caténaire
2016;NIMES;non;Erreur grave de procédure
2016;Montauban;non;Engagement intempestif d’une circulation sur une voie protégée
2016;Noisy-le-Sec;non;Franchissement de signal
2016;Entre Saint-Sebastien-Frene-rond PL et Saint-Sebastien-Pas-Enchantes PL;non;Collision contre obstacle à un passage à niveau
2016;Entre le Havre et Rouen R.D.;non;Perte d’organe du matériel roulant
2016;Corbeil-Essonnes;non;Franchissement de signal
2016;Aulnoye - Aymeries;non;Déraillement sans engagement de la voie principale
2016;Aulnay sous Bois;non;Circulation sans autorisation
2016;Saint Saviol;non;Défaillance voie
2016;Richwiller;non;Collision contre obstacle
2016;Saint Junien;non;Collision contre obstacle à un passage à niveau
2016;LGVA Dollon;non;Engagement intempestif d’une circulation sur une voie protégée
2016;Saverne;non;Collision contre obstacle
2016;Langeac;non;Déraillement sans engagement de la voie principale
2016;Paris Saint Lazare;non;Erreur de procédure
2016;Mâcon;non;Défaillance voie
2016;Amiens;non;Talonnage d’aiguille ou bivoie
2016;Achères;non;Franchissement de signal
2016;Chelles;non;Acte de malveillance
2016;Muret;non;Erreur de procédure
2016;Melun;non;Erreur de procédure
2016;Morteau;non;Collision contre obstacle
2016;Montrouge;non;Talonnage d’aiguille ou bivoie
2016;Limoges;non;Engagement de gabarit suite à désemparement de pièce
2016;Lattes;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Coursan;non;Erreur d’itinéraire
2016;Châlons-en-Champagne;non;Franchissement de signal
2016;Latour de Carol;non;Talonnage d’aiguille ou bivoie
2016;Gare de Chartres;non;Expédition sans ordre
2016;Bordeaux;non;Erreur de procédure
2016;Gare de Versailles-Chantiers;non;Franchissement de signal
2016;Cercottes;non;Dépassement de vitesse supérieur à 40km/h
2016;Sathonay;non;Acte de malveillance
2016;Leffrinckoucke;non;Raté de fermeture à un passage à niveau
2016;Vierzon;non;Départ sans autorisation
2016;Gare de Serquigny;non;Obstacle sur voie
2016;Nîmes;non;Franchissement de signal
2016;Parc des Expositions;non;Talonnage d’aiguille ou bivoie
2016;Saint Jean de Maurienne;non;Déraillement sans engagement de la voie principale
2016;Reims;non;Pénétration intempestive sur domaine fermé
2016;ENTRE BEZIERS et NARBONNE;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Miramas;non;Collision entre trains ou éléments de trains
2016;OIGNIES;non;Collision
2016;BOULOURIS;non;Perte d’organe du matériel roulant
2016;BEAUVOIR;non;Dépassement de vitesse supérieur à 40km/h
2016;Paris Montparnasse;non;Erreur de procédure
2016;MONTFORT L'AMAURY;non;Talonnage d’aiguille ou bivoie
2016;CHEMILLE;non;Erreur de procédure
2016;MORBIER;non;Glissement de Terrain
2016;Saint-Denis;non;Chute de voyageur
2016;Villeneuve Saint Georges;non;Déraillement
2016;Lyon;non;Erreur de procédure
2016;Paris Saint-Lazare;non;Départ sans autorisation
2016;Poitiers;non;Erreur de procédure
2016;SOMAIN;non;Déraillement
2016;Poitiers;non;Erreur de procédure
2016;Onzain;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
2016;Aix les Bains;non;Porte ouverte en ligne
2016;Pontoise;non;Dégagement intempestif du domaine fermé
2016;SAINT-EPVRE;non;Défaut géométrie voie
2016;LA CALADE EGUILLES;non;Collision contre un obstacle à un passage à niveau
2016;L'ARDOISE;non;Raté de fermeture à un passage à niveau
2016;Chaponval;non;Chute de voyageur
2016;Angouleme;non;Erreur de procédure
2016;Saint-Denis;non;Déraillement
2016;Clermont-Ferrand;non;Franchissement de signal
2016;ZOUFFTGEN (Luxembourg);non;Expédition sans ordre
2016;Paris Bercy;non;Erreur de procédure
2016;Paris Saint-Lazare;non;Erreur grave de procédure
2016;Saint Saviol;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;ENTRE SETE ET AGDE;non;Erreur grave de procédure
2016;DUNKERQUE;non;Dérive
2016;MONFERRAN;non;Collision contre un obstacle à un passage à niveau
2016;TECHNICENTRE BRETAGNE;non;Perte d’organe du matériel roulant
2016;CALAIS FRETHUN;non;Dégagement intempestif du domaine fermé
2016;Bretigny;non;Expédition sans ordre
2016;Conflans-Jarny;non;Manoeuvre vers non électrifiée
2016;Les Mureaux;non;Erreur de procédure
2016;Saint-Florentin;non;Erreur de procédure
2016;Paris Bercy;non;Réception intempestive sur voie occupée
2016;MONTCHANIN;non;Dérive
2016;Sainte Marthe-En-Provence;non;Franchissement de signal
2016;La Guerche sur l'Aubois;non;Raté de fermeture à un passage à niveau
2016;Entre La Milesse et Sille le Guillau;non;Erreur grave de procédure
2016;Achères;non;Déraillement sans engagement de la voie principale
2016;Gare de Trappes Poste 3;non;Présence d'obstacle sur voie
2016;HENDAYE;non;Talonnage d’aiguille ou bivoie
2016;Bantzenheim;non;Incident de marchandise dangereuse
2016;Montpellier;non;Franchissement de signal
2016;Cros de Cagnes;non;Franchissement de signal
2016;LISIEUX;non;Départ sans autorisation
2016;Villeneuve Saint Georges;non;Collision avec enfoncement de heurtoir
2016;Le Soler;non;Collision contre obstacle à un passage à niveau
2016;CAEN;non;Déraillement
2016;Saint-Michel Notre Dame et Paris Austerlitz;non;Réalimentation intempestive des caténaires
2016;SOMAIN;non;Déraillement
2016;Gare basse de Strasbourg;non;Collision avec enfoncement de heurtoir
2016;Gare d'Yvetot;non;Départ sans autorisation
2016;Gare de Juvisy;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Buisson;non;Franchissement de signal
2016;Decize;non;Franchissement de signal
2016;Entre les Aubrais et Blois;non;Engagement de gabarit
2016;Woippy;non;Réception intempestive sur voie occupée
2016;Voves;non;Dégagement intempestif du domaine fermé
2016;Saint Jory;non;Collision contre obstacle
2016;Mulhouse;non;Circulation d’un Transport Exceptionnel sans annonce
2016;Entre Saint-Cyr et Versailles-Chantier;non;Perte d’organe du matériel roulant
2016;LOURCHES;non;Collision avec enfoncement de heurtoir
2016;Port-la-Nouvelle;non;Engagement de gabarit suite à désemparement de pièce
2016;Technicentre Thionville;non;Collision entre trains ou éléments de trains
2016;Peyraud;non;Boîte chaude
2016;Genève la Plaine;non;Composition non conforme
2016;Chambéry;non;Porte ouverte en ligne
2016;Clermont de L'oise;non;Chute de voyageur
2016;Valence;non;Incident de frein
2016;Technicentre Villeneuve Saint Georges;non;Collision entre trains ou éléments de trains
2016;La Chapelle - Paris Nord;non;Talonnage d’aiguille ou bivoie
2016;Entre Paris Saint Lazare et Mantes la Jolie;non;Erreur de procédure
2016;Gare de Achères Triage – Poste A;non;Déraillement sans engagement de la voie principale
2016;Miramas;non;Incident de marchandise dangereuse
2016;VILLENEUVE-PRAIRIE;non;Evènement de sécurité sans boucle de rattrapage
2016;Nantes Blottereau;non;Franchissement de signal
2016;Montrejeau;non;Erreur de procédure
2016;Villeneuve-Triage;non;Talonnage d’aiguille ou bivoie
2016;Verdun;non;Collision entre trains ou éléments de trains
2016;Montanay;non;Dépassement de vitesse supérieur à 40km/h
2016;Les Aubrais;non;Porte ouverte en ligne
2016;Quesnoy sur Deule;non;Raté de fermeture à un passage à niveau
2016;Survilliers Fosses;non;Déraillement sans engagement de la voie principale
2016;Moosch;non;Dégagement de fumée sur matériel roulant
2016;Bordeaux;non;Accident du travail
2016;Gare d'Achères;non;Expédition sans ordre
2016;Saincaize;non;Défaut géométrie voie
2016;Moulin Neuf;non;Déraillement
2016;Saint Denis pres Martel;non;Erreur de procédure
2016;Entre lisieux et Mezidon Canon;non;Non conformité du matériel roulant
2016;Béziers;non;Engagement de gabarit suite à désemparement de pièce
2016;Culmont - Chalindrey;non;Déraillement
2016;Cravant-Bazarnes;non;Acte de malveillance
2016;Clermont de L'oise;non;Mise en œuvre de travaux en dehors du domaine fermé
2016;Pont Cardinet;non;Délivrance d’un bulletin de franchissement sans vérification
2016;LOURCHES;non;Déraillement sans engagement de la voie principale
2016;Pontoise;non;Franchissement de signal
2016;Gare de Nantes Blottereau - poste 4;non;Franchissement de signal
2016;Entre Masseret et Uzerche;non;Collision contre obstacle
2016;Le Landy;non;Engagement intempestif d’une circulation sur une voie protégée
2016;Le Mee;non;Porte ouverte en ligne
2016;Moulins;non;Franchissement de signal
2016;Bellevue;non;Dérive
2016;Saint-André-le-Gaz;non;Départ sans autorisation
2016;CULMONT CHALINDREY;non;Franchissement de signal
2016;CHALON SUR SAONE;non;Engagement intempestif d’une circulation sur une voie protégée
2016;Evreux;non;Erreur de procédure
2016;LUZARCHES;non;Franchissement de signal
2016;Montrouge;non;Erreur de procédure
2016;VENISSIEUX;non;Erreur de procédure
2016;HESDIN;non;Défaut ayant conduit à un risque grave
2016;FEYZIN;non;Incendie dans un train
2016;Badan;non;Réception intempestive sur voie occupée
2016;Valence;non;Engagement de gabarit suite à désemparement de pièce
2016;Hausbergen;non;Déraillement
2016;GUIGNICOURT;non;Collision contre obstacle
2016;Paris Austerlitz;non;Collision par prise en écharpe
2016;VIRY;non;Incident grave
2016;Brax Leguevin;non;Non mise en protection
2016;Pont de Sallaumines;non;Franchissement de signal
2016;Paris Batignolles;non;Départ sans autorisation
2016;Bordeaux;non;Départ sans autorisation
2016;Bordeaux;non;Franchissement de signal
2016;Longuyon;non;Boîte chaude
2016;Trappes;non;Talonnage d’aiguille ou bivoie
2016;Entre Lamballe & Dinan;non;Avarie matériel roulant
2016;Viessoix;non;Autorisation de franchissement sans vérification
2016;Miramas;non;Déraillement sans engagement de la voie principale
2016;Mommenheim;non;Non conformité du matériel roulant
2016;Génolhac;non;Talonnage d’aiguille ou bivoie
2016;CHAMBERY;non;Dérive
2016;Marseille;non;Collision contre obstacle
2016;Vénissieux;non;Circulation de véhicule non autorisée
2016;Entre SAINT CHERY et VIERZON;non;Collision contre obstacle à un passage à niveau
2016;VIENNE;non;Incendie dans un train
2016;Mulhouse;non;Déraillement
2016;Besançon;non;Non mise en protection
2016;Luneville;non;Incident grave de signalisation
2016;RAMBOUILLET;non;Déraillement sans engagement de la voie principale
2016;HERMES BERTHECOURT;non;Défaut ayant conduit à un risque grave
2016;NIMES;non;Erreur de procédure
2016;L'ARDOISE;non;Incident grave de passage à niveau
2016;DUNKERQUE;non;Incident grave de signalisation
2016;BOULLEREAUX;non;Défaut géométrie voie
2014;Liancourt Rantigny;non;Boîte chaude
2014;Achères Triage;non;Réception intempestive sur voie occupée
2014;Limoges;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Entre Le Havre et Virville;non;Porte ouverte en ligne
2014;Entre Sablé & Avoise;non;Collision contre obstacle
2014;Creuzwald;non;Incident de frein
2014;St Génies de Malgoirès;non;Défaillance voie
2014;Bollène La Croisière;non;Collision contre obstacle
2014;St Avold;non;Collision contre obstacle
2014;Noisy le Sec;non;Collision contre obstacle
2014;Lûmes;non;Réception intempestive sur voie occupée
2014;Rennes;non;Erreur de procédure
2014;Marignier;non;Talonnage d’aiguille ou bivoie
2014;Sucé sur Erdre;non;Franchissement de signal
2014;Achères Triage;non;Franchissement de signal
2014;Toulouse;non;Franchissement de signal
2014;Paris St Lazare;non;Dérive
2014;Lens;non;Talonnage d’aiguille ou bivoie
2014;Entre Alençon et La Hutte;non;Incident grave de passage à niveau
2014;Orry La Ville;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
2014;Stephansfeld;non;Chute de voyageur
2014;Cessens;non;Perte d’organe du matériel roulant
2014;Villeneuve St Georges Triage;non;Franchissement de signal
2014;Gevrey;non;Franchissement de signal
2014;Dijon Ville Chantier;non;Réalimentation intempestive des caténaires
2014;Hourcade;non;Franchissement de signal
2014;Sibelin;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Sully LGV;non;Acte de malveillance
2014;Viroflay;non;Franchissement de signal
2014;Entre Chedde et Servoz;non;Défaillance voie
2014;Lyon Guillotière;non;Franchissement de signal
2014;Bobigny;non;Accident de personne
2014;Le Mans;non;Franchissement de signal
2014;Entre Conches et La Bonneville;non;Collision contre obstacle
2014;Batignolles;non;Franchissement de signal
2014;Pont Cardinet;non;Erreur de procédure
2014;Maurecourt;non;Accident de personne
2014;Valence Moirans;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Patay;non;Non respect du point d’arrêt
2014;Angers St Laud;non;Réception intempestive sur voie occupée
2014;Raon l'Etape;non;Appareil de voie mal disposé
2014;Petit Thérain;non;Collision entre trains ou éléments de trains
2014;St Cyr;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Lamballe;non;Départ sans autorisation
2014;Perrigny;non;Collision contre obstacle
2014;Marvejols;non;Talonnage d’aiguille ou bivoie
2014;Nîmes;non;Défaillance voie
2014;Les Aubrais;non;Appareil de voie mal disposé
2014;Gare de Bordeaux St Jean;non;Franchissement de signal
2014;Grand Pont;non;Départ sans autorisation
2014;Dreux;non;Réception intempestive sur voie occupée
2014;Achères;non;Réception sur voie secondaire
2014;Ambérieu;non;Incident caténaire
2014;L’Hébergement Les Brouzils;non;Porte ouverte en ligne
2014;Nogent l'Artaud;non;Incident caténaire
2014;Batignolles;non;Incident caténaire
2014;Perrigny Poste A;non;Talonnage d’aiguille ou bivoie
2014;Paris Le Landy;non;Franchissement de signal
2014;Batignolles;non;Dérive
2014;Badan;non;Réception intempestive sur voie occupée
2014;Romans Bourg de Péage;non;Circulation de véhicule non autorisée
2014;Paris Est;non;Collision entre trains ou éléments de trains
2014;Paris Bercy;non;Réception intempestive sur voie occupée
2014;Hazebrouck;non;Talonnage d’aiguille ou bivoie
2014;Serquigny;non;Talonnage d’aiguille ou bivoie
2014;Provins;non;Talonnage d’aiguille ou bivoie
2014;Juvisy;non;Défaillance voie
2014;Rennes Technicentre;non;Non conformité du matériel roulant
2014;Entre La Chapelle Centre & La Chapelle Aulnay;non;Collision contre obstacle
2014;St Quentin Fallavier;non;Défaillance voie
2014;Entre Questembert et Vannes;non;Collision contre obstacle
2014;Deuil Montmagny;non;Collision contre obstacle à un passage à niveau
2014;St Benoit;non;Collision contre obstacle
2014;Goussainville;non;Engagement intempestif d’une circulation sur une voie protégée
2014;Chambéry;non;Franchissement de signal
2014;Rennes;non;Franchissement de signal
2014;Sibelin;non;Réception intempestive sur voie occupée
2014;Corbeil Essonnes;non;Départ sans autorisation
2014;Colayrac;non;Erreur de procédure
2014;Etampes;non;Franchissement de signal
2014;Montluçon;non;Incendie dans un train
2014;Béthune;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Lyon Vaise;non;Franchissement de signal
2014;Pont Cardinet;non;Non respect du point d’arrêt
2014;Marseille St Charles;non;Réception intempestive sur voie occupée
2014;Entre Paris Austerlitz et Bibliothèque;non;Porte ouverte en ligne
2014;Aulnay sous Bois;non;Franchissement de signal
2014;St Germain au Mont d’Or;non;Collision contre obstacle
2014;Miramas;non;Franchissement de signal
2014;Lyon Perrache;non;Franchissement de signal
2014;Chalons en Champagne;non;Franchissement de signal
2014;Limoges;non;Collision entre trains ou éléments de trains
2014;Bois Colombes;non;Collision contre obstacle
2014;Paris St Lazare;non;Collision avec enfoncement de heurtoir
2014;Paris Batignolles;non;Point limite d’un pantographe dépassé par une circulation électrique
2014;Strasbourg;non;Talonnage d’aiguille ou bivoie
2014;Lagny Thorigny;non;Collision contre obstacle
2014;Rennes;non;Franchissement de signal
2014;Montpellier;non;Réception intempestive sur voie occupée
2014;Petit Thérain;non;Talonnage d’aiguille ou bivoie
2014;Marseille Arenc;non;Acte de malveillance
2014;THIONVILLE;non;Talonnage d’aiguille ou bivoie
2014;Paris St Lazare;non;Départ sans autorisation
2014;Chambéry;non;Franchissement de signal
2014;Clermont Ferrand;non;Pénétration intempestive sur domaine fermé
2014;Flamboin;non;Appareil de voie mal disposé
2014;Woippy;non;Incident de marchandise dangereuse
2014;Paris St Lazare;non;Franchissement de signal
2014;Clermont Ferrand;non;Franchissement de signal
2014;Entre St Michel et Paris Austerlitz Banlieue;non;Défaillance voie
2014;L'Etang;non;Accident de personne
2014;Toulouse Raynal;non;Franchissement de signal
2014;Lyon;non;Franchissement de signal
2014;Maisons Alfort Alfortville;non;Sortie intempestive ou engagement d’un domaine fermé
2014;Gare de Champagne;non;Défaillance voie
2014;Vestric;non;Incident caténaire
2014;Lyon Brotteaux;non;Incident caténaire
2014;Le Pouzin;non;Collision contre obstacle à un passage à niveau
2014;Lussac les Chateaux;non;Collision contre obstacle
2014;LYON PART DIEU;non;Talonnage d’aiguille ou bivoie
2014;Tourcoing;non;Composition non conforme
2014;Hourcade;non;Réception intempestive sur voie occupée
2014;Entre Avoise PL et Noyen PL;non;Collision contre obstacle
2014;Laifour;non;Collision contre obstacle
2014;Saintes;non;Collision contre obstacle
2014;Les Aubrais;non;Engagement intempestif d’une circulation sous caténaire consignée
2014;St Denis;non;Franchissement de signal
2014;LANNEMEZAN;non;Collision contre obstacle à un passage à niveau
2014;Miramas;non;Collision entre trains ou éléments de trains
2014;Les Tines;non;Défaillance voie
2014;Volvic;non;Perte d’organe du matériel roulant
2014;LE HAVRE;non;Talonnage d’aiguille ou bivoie
2014;Yvetot;non;Dérive
2014;La Valbonne;non;Raté de fermeture à un passage à niveau
2014;Paris Gare de Lyon;non;Collision avec enfoncement de heurtoir
2014;Gargan;non;Franchissement de signal
2014;Entre Paris St Lazare et Valognes;non;Composition non conforme
2014;Bourget Triage;non;Collision entre trains ou éléments de trains
2014;Quimper;non;Déshuntage
2014;Noisy faisceau banlieue;non;Franchissement de signal
2014;Aramons;non;Perte d’organe du matériel roulant
2014;Lyon Vaise;non;Collision entre trains ou éléments de trains
2014;Sibelin;non;Collision entre trains ou éléments de trains
2014;Toulouse Raynal;non;Départ sans autorisation
2014;MODANE;non;Incident caténaire
2014;Gallargues;non;Collision contre obstacle
2014;Entre Maromme et Malaunay;non;Porte ouverte en ligne
2014;St Etienne Carnot;non;Franchissement de signal
2014;Laval;non;Accident de personne
2014;Loos en Gohelle;non;Accident de personne
2014;Miramas;non;Collision entre trains ou éléments de trains
2014;Villeneuve St George;non;Franchissement de signal
2014;Romans sur Isère;non;Circulation de véhicule non autorisée
2014;Les Arcs;non;Départ sans autorisation
2014;Nemours;non;Accident de personne
2014;Entre Sénas et Cavaillon;non;Franchissement de signal
2014;MONTEREAU;non;Franchissement de signal
2014;Entre Lisieux et Trouville Deauville;non;Dépassement de vitesse supérieur à 40km/h
2014;Cercottes;non;Dégagement de fumée sur matériel roulant
2014;St Benoît;non;Talonnage d’aiguille ou bivoie
2014;Nogent sur Seine;non;Défaut géométrie voie
2014;Lyon Marchandises;non;Talonnage d’aiguille ou bivoie
2014;Grenoble;non;Erreur d’itinéraire
2014;Miramas;non;Collision entre trains ou éléments de trains
2014;Clermont Ferrand;non;Porte ouverte en ligne
2014;Miramas;non;Talonnage d’aiguille ou bivoie
2014;SOMAIN;non;Talonnage d’aiguille ou bivoie
2014;Boussy St Antoine;non;Franchissement de signal
2014;Avignon Champfleury;non;Collision entre trains ou éléments de trains
2014;Morlaix;non;Franchissement de signal
2014;Lyon Tunnel de Caluire;non;Arrêt prolongé d’un train de voyageurs dans un tunnel de plus de 1 km
2014;Hourcade;non;Talonnage d’aiguille ou bivoie
2014;St Saviol;non;Point limite d’un pantographe dépassé par une circulation électrique
2014;Batignolles;non;Heurt au croisement
2014;Achères;non;Défaillance voie
2014;Paris Bercy Conflans;non;Collision contre obstacle
2014;Batignolles;non;Dérive
2014;Amagne;non;Franchissement de signal
